##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	I062.003.WES.Tumor_R1.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	70723671
Total Bases	7.1 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	60-61	0.2614944104522223
1105	62-63	0.2244795247848046
1105	64-65	0.2590121579153646
1105	66-67	0.26088025799528936
1105	68-69	0.21971140249809196
1105	70-71	0.2047495772167096
1105	72-73	0.19599997747332054
1105	74-75	0.2487996468813165
1105	76-77	0.20107433251538964
1105	78-79	0.20948290706068207
1105	80-81	0.20376373211484378
1105	82-83	0.20482363699971273
1105	84-85	0.24724623864882744
1105	86-87	0.18343056716847883
1105	88-89	0.20479100742412015
1105	90-91	0.1361671957143642
1105	92-93	0.21994445012897756
1105	94-95	0.2390555770557654
1105	96-97	0.23828518756741346
1105	98-99	0.20426925800792617
1105	100-101	0.28209297465921424
1106	1	0.28678657424860887
1106	2	0.21983858048311333
1106	3	0.7682722282819583
1106	4	0.45041616307013044
1106	5	0.22708100702543277
1106	6	0.21671998842642637
1106	7	0.18318913472413811
1106	8	0.1860361831251609
1106	9	0.21605298021985675
1106	10-11	0.2135490989726918
1106	12-13	0.20520855344205557
1106	14-15	0.2668330437097026
1106	16-17	0.24286537482366555
1106	18-19	0.226268963723804
1106	20-21	0.196285432719165
1106	22-23	0.24064682630361034
1106	24-25	0.20258776196190098
1106	26-27	0.2527738090380325
1106	28-29	0.27721652257667273
1106	30-31	0.2630989218937856
1106	32-33	0.26646112386772103
1106	34-35	0.23317551265447634
1106	36-37	0.24058504258881186
1106	38-39	0.2608329543460641
1106	40-41	0.2584859092161409
1106	42-43	0.2858560156300385
1106	44-45	0.27252252849665126
1106	46-47	0.28432630754979016
1106	48-49	0.2964813371773829
1106	50-51	0.31121106044007263
1106	52-53	0.29034951470168835
1106	54-55	0.27696240027541563
1106	56-57	0.2307766343519546
1106	58-59	0.26698601979675374
1106	60-61	0.21546851753105756
1106	62-63	0.2835590471361442
1106	64-65	0.21505982822806402
1106	66-67	0.21950000918376844
1106	68-69	0.19104494701685582
1106	70-71	0.27038845387186683
1106	72-73	0.269427691382532
1106	74-75	0.2585261286374134
1106	76-77	0.23591158219763741
1106	78-79	0.2291145799509522
1106	80-81	0.16527043710591016
1106	82-83	0.21677742688113
1106	84-85	0.2062409205902469
1106	86-87	0.23350982724728908
1106	88-89	0.23227167703547735
1106	90-91	0.20241535628434093
1106	92-93	0.24290146919406652
1106	94-95	0.19771253860469074
1106	96-97	0.2515843121603467
1106	98-99	0.23877062883729394
1106	100-101	0.30041594229609103
1107	1	0.2742372635784136
1107	2	0.24099847572952626
1107	3	0.7442216189827988
1107	4	0.4172457413066155
1107	5	0.22671184293614743
1107	6	0.18749038836611476
1107	7	0.17581644321499823
1107	8	0.12817473645178268
1107	9	0.04552828014681154
1107	10-11	0.11765653254393271
1107	12-13	0.18018241036327964
1107	14-15	0.21310984815956857
1107	16-17	0.23172533179155863
1107	18-19	0.22724733265465602
1107	20-21	0.19895950275335395
1107	22-23	0.21298209967861226
1107	24-25	0.16471095722234708
1107	26-27	0.2030824255845758
1107	28-29	0.2353032632856511
1107	30-31	0.22305386167352026
1107	32-33	0.20289461746809678
1107	34-35	0.19344999755576708
1107	36-37	0.26208931414436165
1107	38-39	0.2534506758657855
1107	40-41	0.1988379310507966
1107	42-43	0.1648985925063826
1107	44-45	0.20304030442842702
1107	46-47	0.24393673250092007
1107	48-49	0.21083748193602503
1107	50-51	0.27439399866418057
1107	52-53	0.2733385541767035
1107	54-55	0.22750361223992144
1107	56-57	0.21549335458732344
1107	58-59	0.2443984488446702
1107	60-61	0.26909208303781185
1107	62-63	0.2201011748513082
1107	64-65	0.2609670534494555
1107	66-67	0.2667254157516865
1107	68-69	0.2232877843110046
1107	70-71	0.23821076605876357
1107	72-73	0.2446093774269329
1107	74-75	0.2174614922576552
1107	76-77	0.21383810146413396
1107	78-79	0.2097989357585348
1107	80-81	0.2124214799403461
1107	82-83	0.19943508908639274
1107	84-85	0.19480965259428729
1107	86-87	0.20241390917747282
1107	88-89	0.17856984606154214
1107	90-91	0.16161764221212138
1107	92-93	0.22243251973268485
1107	94-95	0.18160253973526608
1107	96-97	0.19759638201075802
1107	98-99	0.2240780747528035
1107	100-101	0.21314621063931583
1108	1	0.2326837818366343
1108	2	0.16804402533626472
1108	3	0.6794701502189611
1108	4	0.40654696568979887
1108	5	0.1648797655956713
1108	6	0.15582337114197742
1108	7	0.13834413337239226
1108	8	0.07955914253849272
1108	9	0.05972132021467047
1108	10-11	0.12048346407429733
1108	12-13	0.12059310452080041
1108	14-15	0.12902121267438105
1108	16-17	0.10134357916722792
1108	18-19	0.11401217990938761
1108	20-21	0.1275681477407744
1108	22-23	0.10421601011960036
1108	24-25	0.11659277728481499
1108	26-27	0.1094497508014669
1108	28-29	0.11573616099406792
1108	30-31	0.15234251130664234
1108	32-33	0.14810101737399606
1108	34-35	0.16116038720434034
1108	36-37	0.1826479517428652
1108	38-39	0.13626058639921013
1108	40-41	0.11774578518299705
1108	42-43	0.12325919556743514
1108	44-45	0.16423720942280795
1108	46-47	0.14157217242983933
1108	48-49	0.08749212603299839
1108	50-51	0.14507223614619136
1108	52-53	0.15505046495764674
1108	54-55	0.10251059093592829
1108	56-57	0.13119180822437215
1108	58-59	0.1688965654477883
1108	60-61	0.07572554321378533
1108	62-63	0.09141292683499813
1108	64-65	0.12613723344782102
1108	66-67	0.11338467662810814
1108	68-69	0.15582282059961017
1108	70-71	0.14155478789172093
1108	72-73	0.15574057262350038
1108	74-75	0.1420380258954026
1108	76-77	0.10866037319336641
1108	78-79	0.09266840653967279
1108	80-81	0.07137138683286537
1108	82-83	0.13500643998582262
1108	84-85	0.16706661744905205
1108	86-87	0.146147103316828
1108	88-89	0.11597995032759201
1108	90-91	0.16948628044558234
1108	92-93	0.17467528289084555
1108	94-95	0.1386907052719124
1108	96-97	0.13869629311474796
1108	98-99	0.14217674049378815
1108	100-101	0.17751771664067206
1109	1	0.07918836688794784
1109	2	0.045801738164541916
1109	3	0.20786596838327398
1109	4	0.23539693539422757
1109	5	0.06146212972836196
1109	6	0.06111836785594704
1109	7	0.014005391529366307
1109	8	0.04328075740458104
1109	9	0.04192142074893468
1109	10-11	0.011782982747355675
1109	12-13	0.011751009465314155
1109	14-15	0.001855030516516365
1109	16-17	0.008953288096478218
1109	18-19	-0.04132819717556657
1109	20-21	0.01785465771021677
1109	22-23	-0.03165173397268006
1109	24-25	-0.026743215312059476
1109	26-27	-0.002007996034457449
1109	28-29	-0.03409454620069852
1109	30-31	-0.001983574013394218
1109	32-33	0.04754649751950524
1109	34-35	-0.04397171280215417
1109	36-37	-0.004988171345381431
1109	38-39	0.030797556707909735
1109	40-41	-0.015225998543712649
1109	42-43	0.0027412666323058943
1109	44-45	0.046349061756544074
1109	46-47	0.02895997630449898
1109	48-49	0.01275398301490327
1109	50-51	0.0652308937307069
1109	52-53	0.06288338032931762
1109	54-55	-0.01989741758070096
1109	56-57	0.01670125069141193
1109	58-59	0.029216708433331462
1109	60-61	-0.038148215317441725
1109	62-63	-0.036145793780704594
1109	64-65	0.05237442430544803
1109	66-67	0.04713468750136229
1109	68-69	0.010315052376931533
1109	70-71	0.009542637868371173
1109	72-73	-0.037888694201647866
1109	74-75	0.05760810329597632
1109	76-77	0.02516920155086666
1109	78-79	-0.01770291728161766
1109	80-81	-0.0021464183789845492
1109	82-83	0.0014515228896812005
1109	84-85	0.028290781250504438
1109	86-87	0.003390224811745668
1109	88-89	0.012763594584043858
1109	90-91	0.011614670679605865
1109	92-93	0.01166139749630446
1109	94-95	0.05636069316555847
1109	96-97	-0.0046311684518514085
1109	98-99	-0.008110888362345747
1109	100-101	0.04798501669097277
1110	1	0.014793102019176274
1110	2	-6.0381782446938814E-5
1110	3	0.002480811695686924
1110	4	0.10950614904377431
1110	5	0.0280950315089612
1110	6	-0.007713113465598553
1110	7	-0.07273145655410929
1110	8	-0.06054767234378744
1110	9	-0.05899940807385917
1110	10-11	-0.14696995679010172
1110	12-13	-0.06473370750070018
1110	14-15	-0.16524389895152325
1110	16-17	-0.14324566989342458
1110	18-19	-0.1577833868242564
1110	20-21	-0.12268604665533189
1110	22-23	-0.11117734621572595
1110	24-25	-0.1378284617936245
1110	26-27	-0.1952799742553779
1110	28-29	-0.1080213574687221
1110	30-31	-0.035284857072454656
1110	32-33	-0.06441165813824767
1110	34-35	-0.084685663532305
1110	36-37	-0.1066427638352252
1110	38-39	-0.09462830483808204
1110	40-41	-0.12353884378588731
1110	42-43	-0.056154808862991956
1110	44-45	-0.16093052316814038
1110	46-47	-0.11800947736264078
1110	48-49	-0.10004664487849624
1110	50-51	-0.02631447474743709
1110	52-53	-0.08767287453537875
1110	54-55	-0.03270598828105875
1110	56-57	-0.08370846882615268
1110	58-59	-0.05014893566116285
1110	60-61	-0.24627457294797495
1110	62-63	-0.08606860181400577
1110	64-65	-0.16564791982445115
1110	66-67	-0.1132029097187015
1110	68-69	-0.11312960078604561
1110	70-71	-0.09351410485479761
1110	72-73	-0.11372527917100683
1110	74-75	-0.12015832564067352
1110	76-77	-0.09990930065976045
1110	78-79	-0.07577928969953973
1110	80-81	-0.10471718600497582
1110	82-83	-0.11989172686511296
1110	84-85	-0.09799395834077984
1110	86-87	-0.08037147683511847
1110	88-89	-0.07210967477857366
1110	90-91	-0.09575592974005076
1110	92-93	-0.048975009315228135
1110	94-95	-0.045912607779797554
1110	96-97	-0.0472639127027108
1110	98-99	-0.048572765597967305
1110	100-101	-0.11122566483552987
1111	1	-0.20403611229950158
1111	2	-0.19456030175837924
1111	3	-0.925840957198993
1111	4	-0.1881427952508048
1111	5	-0.20938529626224778
1111	6	-0.11128075136046789
1111	7	-0.12235271120958657
1111	8	-0.09614865547944618
1111	9	-0.08790060861709748
1111	10-11	-0.136756117403678
1111	12-13	-0.206408573810684
1111	14-15	-0.22706647386686285
1111	16-17	-0.23474224424462875
1111	18-19	-0.17127768662590626
1111	20-21	-0.19679339467926127
1111	22-23	-0.19760337452518684
1111	24-25	-0.19822284466351192
1111	26-27	-0.2556473776764747
1111	28-29	-0.2338772542723433
1111	30-31	-0.19823778640099476
1111	32-33	-0.26024238498020225
1111	34-35	-0.20380956031097952
1111	36-37	-0.19740084920310608
1111	38-39	-0.22763496253573834
1111	40-41	-0.17233625758736792
1111	42-43	-0.19071296408401395
1111	44-45	-0.16332424236718168
1111	46-47	-0.24553792306791422
1111	48-49	-0.21870823542549545
1111	50-51	-0.21868404681904963
1111	52-53	-0.28624859212857956
1111	54-55	-0.2476712258624687
1111	56-57	-0.24738648856205714
1111	58-59	-0.23330000060590095
1111	60-61	-0.26667318975905374
1111	62-63	-0.24592429634044066
1111	64-65	-0.19351211015943903
1111	66-67	-0.1665822389186573
1111	68-69	-0.24232839245588877
1111	70-71	-0.22696263634853153
1111	72-73	-0.23573442298714298
1111	74-75	-0.27582565362874334
1111	76-77	-0.22242872243170098
1111	78-79	-0.26752466011328835
1111	80-81	-0.2743272730411803
1111	82-83	-0.2026876319348645
1111	84-85	-0.22520708717974003
1111	86-87	-0.2132436773762052
1111	88-89	-0.21950708355354465
1111	90-91	-0.24760539283931848
1111	92-93	-0.21923841650730935
1111	94-95	-0.22422560912890077
1111	96-97	-0.22701596169746097
1111	98-99	-0.2568754776970863
1111	100-101	-0.2990787395825336
1112	1	-0.04104714107986496
