##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	I062.003.WES.Tumor_R1.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	70723671
Total Bases	7.1 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1112	2	-0.07764169236670426
1112	3	0.42266620854724124
1112	4	0.112636737546012
1112	5	-0.04203594309736758
1112	6	-0.1125390186242825
1112	7	-0.129160284510057
1112	8	-0.15259641680544433
1112	9	-0.22514023739434208
1112	10-11	-0.2637699292430966
1112	12-13	-0.2312231594841876
1112	14-15	-0.3141777160425221
1112	16-17	-0.404668861357699
1112	18-19	-0.4073567817017647
1112	20-21	-0.34222476811063984
1112	22-23	-0.30928645734304183
1112	24-25	-0.3758435459708025
1112	26-27	-0.357002389333438
1112	28-29	-0.3951565201887135
1112	30-31	-0.31510429099790827
1112	32-33	-0.3179442680030107
1112	34-35	-0.3223665834162901
1112	36-37	-0.32615389502221603
1112	38-39	-0.3564107342240206
1112	40-41	-0.43360444419558775
1112	42-43	-0.417795103951498
1112	44-45	-0.38074959191573043
1112	46-47	-0.36110277086027764
1112	48-49	-0.37939516972600984
1112	50-51	-0.4051767298676765
1112	52-53	-0.41775077204024313
1112	54-55	-0.3477083591954937
1112	56-57	-0.3620828609491866
1112	58-59	-0.40690521473159436
1112	60-61	-0.38256158218047887
1112	62-63	-0.3703750469412199
1112	64-65	-0.28051705257094284
1112	66-67	-0.36647036820721013
1112	68-69	-0.3515541024096862
1112	70-71	-0.33594051219090915
1112	72-73	-0.3883316601795457
1112	74-75	-0.30870787478824013
1112	76-77	-0.36767408674058544
1112	78-79	-0.35957133588496504
1112	80-81	-0.37893940590144837
1112	82-83	-0.3689175774797988
1112	84-85	-0.34110428004646565
1112	86-87	-0.3402035607660068
1112	88-89	-0.3798857900462451
1112	90-91	-0.37591752541334245
1112	92-93	-0.3831301421040223
1112	94-95	-0.3613771360196125
1112	96-97	-0.3545043389174438
1112	98-99	-0.3716231389007305
1112	100-101	-0.38033999230992066
1113	1	-0.48075341101950997
1113	2	-0.37530615960720937
1113	3	-1.3329726455596926
1113	4	-1.006159085123734
1113	5	-0.4591667877654828
1113	6	-0.3000164473880602
1113	7	-0.3296285711678735
1113	8	-0.24255273760969942
1113	9	-0.2347808111250771
1113	10-11	-0.24292377834850498
1113	12-13	-0.24043838242668159
1113	14-15	-0.3745021164245017
1113	16-17	-0.34629064214407634
1113	18-19	-0.3627967544578752
1113	20-21	-0.38479624371237264
1113	22-23	-0.32840819096944784
1113	24-25	-0.3549107121430026
1113	26-27	-0.44916274156306457
1113	28-29	-0.44452657785461724
1113	30-31	-0.3310410235339276
1113	32-33	-0.39141354904192127
1113	34-35	-0.43201857978729663
1113	36-37	-0.45597569525565973
1113	38-39	-0.37460075744481713
1113	40-41	-0.4618594340569402
1113	42-43	-0.5596942172235444
1113	44-45	-0.4389129557039695
1113	46-47	-0.4351171494077093
1113	48-49	-0.484170082815055
1113	50-51	-0.449524880869447
1113	52-53	-0.4315582347803044
1113	54-55	-0.4490936177856213
1113	56-57	-0.4337034910473747
1113	58-59	-0.46967854159944267
1113	60-61	-0.5068157729397456
1113	62-63	-0.3367430443138204
1113	64-65	-0.4633044170618206
1113	66-67	-0.4077520320855257
1113	68-69	-0.49929544696944816
1113	70-71	-0.4017583553120545
1113	72-73	-0.3532445440862233
1113	74-75	-0.32058218321098764
1113	76-77	-0.41829985022287985
1113	78-79	-0.41193608841877705
1113	80-81	-0.32131426370442284
1113	82-83	-0.30458270435200774
1113	84-85	-0.33348086752596373
1113	86-87	-0.38110261786166433
1113	88-89	-0.3018148509627778
1113	90-91	-0.3306692264582125
1113	92-93	-0.36398128772766825
1113	94-95	-0.33800431634976746
1113	96-97	-0.3842828425474778
1113	98-99	-0.38220389806706834
1113	100-101	-0.4268519055554165
1114	1	-0.36663712556719474
1114	2	-0.3175315622209638
1114	3	-0.9755527483671607
1114	4	-0.4053970589227589
1114	5	-0.2764424663663405
1114	6	-0.3009602676831946
1114	7	-0.319394796318889
1114	8	-0.27485207075120144
1114	9	-0.2968280559045411
1114	10-11	-0.3249688368978241
1114	12-13	-0.33819533938587654
1114	14-15	-0.3835412744251201
1114	16-17	-0.42436785624818896
1114	18-19	-0.4355679152811476
1114	20-21	-0.4046226304668039
1114	22-23	-0.40312512562793756
1114	24-25	-0.3959894309851393
1114	26-27	-0.4615870874366621
1114	28-29	-0.47532255933531076
1114	30-31	-0.4864109671550523
1114	32-33	-0.4692416302543094
1114	34-35	-0.48237577685991795
1114	36-37	-0.49049493609693684
1114	38-39	-0.4681374871563193
1114	40-41	-0.46842059568009375
1114	42-43	-0.521501426231957
1114	44-45	-0.5032075099287283
1114	46-47	-0.4822941340242508
1114	48-49	-0.49118402968552743
1114	50-51	-0.49939922103118306
1114	52-53	-0.46930775877336117
1114	54-55	-0.5215272858471991
1114	56-57	-0.4937248177150124
1114	58-59	-0.44898448618950937
1114	60-61	-0.5569175025319808
1114	62-63	-0.5502991550331018
1114	64-65	-0.48109314708328554
1114	66-67	-0.4843551202384546
1114	68-69	-0.48694999383445037
1114	70-71	-0.46805218064689313
1114	72-73	-0.47681538188190586
1114	74-75	-0.41553092867277286
1114	76-77	-0.41168238010634184
1114	78-79	-0.42709380824108933
1114	80-81	-0.4035183090759489
1114	82-83	-0.4960131053714534
1114	84-85	-0.4683966137784381
1114	86-87	-0.44496852720411795
1114	88-89	-0.5008514084595816
1114	90-91	-0.4397360581230103
1114	92-93	-0.43278740429961005
1114	94-95	-0.4264178106610359
1114	96-97	-0.4153864760962449
1114	98-99	-0.38568990271139825
1114	100-101	-0.5101992648176328
1115	1	-0.3577769686258314
1115	2	-0.38205619547933267
1115	3	0.18929805233999986
1115	4	-0.8003020675579791
1115	5	-0.3832716490891883
1115	6	-0.388166614309867
1115	7	-0.3686012374567511
1115	8	-0.4090433364374917
1115	9	-0.4555039809449255
1115	10-11	-0.44584848262940113
1115	12-13	-0.4857308061912775
1115	14-15	-0.5298971192929613
1115	16-17	-0.5580481970426092
1115	18-19	-0.5766756187133169
1115	20-21	-0.6048897007887035
1115	22-23	-0.5469075199787312
1115	24-25	-0.524262427594806
1115	26-27	-0.6746682253797829
1115	28-29	-0.6415515253427202
1115	30-31	-0.6377572742342394
1115	32-33	-0.6429469191337702
1115	34-35	-0.7367996694409058
1115	36-37	-0.8586743710456233
1115	38-39	-0.6407610303558755
1115	40-41	-0.6590218107421038
1115	42-43	-0.7558966254188633
1115	44-45	-0.6909725767269776
1115	46-47	-0.6893763227352068
1115	48-49	-0.6500557006670888
1115	50-51	-0.618438949050585
1115	52-53	-0.694261422909868
1115	54-55	-0.679254713707202
1115	56-57	-0.6425324800924557
1115	58-59	-0.6049018625197391
1115	60-61	-0.6533547788068645
1115	62-63	-0.6099553038346599
1115	64-65	-0.6389858746998982
1115	66-67	-0.7585776439992316
1115	68-69	-0.6979293843660912
1115	70-71	-0.6683732742323159
1115	72-73	-0.5933218136115173
1115	74-75	-0.5624980960312769
1115	76-77	-0.5249996056987811
1115	78-79	-0.5300550859407451
1115	80-81	-0.5295923821607573
1115	82-83	-0.5710049944728866
1115	84-85	-0.6753371545924125
1115	86-87	-0.66313565987506
1115	88-89	-0.6210302317979952
1115	90-91	-0.5659059602501912
1115	92-93	-0.6761659695488333
1115	94-95	-0.5698609247614712
1115	96-97	-0.5551632985537509
1115	98-99	-0.6231729378606801
1115	100-101	-0.7626915375179237
1116	1	-0.3574289505305508
1116	2	-0.34993004799422067
1116	3	0.1976066290318812
1116	4	-0.186754407948591
1116	5	-0.2642288057179272
1116	6	-0.3497129546046338
1116	7	-0.3481560609062413
1116	8	-0.3646244650755861
1116	9	-0.5684554501057235
1116	10-11	-0.5979553969018241
1116	12-13	-0.5430239959807963
1116	14-15	-0.7296982540004038
1116	16-17	-0.8264155800120605
1116	18-19	-0.8192215349130336
1116	20-21	-0.7846136125163028
1116	22-23	-0.778109479479852
1116	24-25	-0.7940125183905522
1116	26-27	-0.8363581248488074
1116	28-29	-0.8056099341163971
1116	30-31	-0.7292234044974393
1116	32-33	-0.7990831242244383
1116	34-35	-0.9150410373714166
1116	36-37	-0.808133479274197
1116	38-39	-1.0175727626081041
1116	40-41	-0.861881931139628
1116	42-43	-0.8480300615777523
1116	44-45	-0.9715423196403137
1116	46-47	-0.8535066346639368
1116	48-49	-0.9080837492247795
1116	50-51	-0.9413210879299996
1116	52-53	-0.8441017406013884
1116	54-55	-0.9731091648818477
1116	56-57	-0.9083406615360872
1116	58-59	-0.7831985496469045
1116	60-61	-0.7708978532824702
1116	62-63	-0.8875212126411327
1116	64-65	-0.9468915115616596
1116	66-67	-1.0031717309248265
1116	68-69	-0.8404782652941165
1116	70-71	-0.7927611174770632
1116	72-73	-0.8599957815592916
1116	74-75	-0.8377102086851096
1116	76-77	-0.8256241196602332
1116	78-79	-0.728311396811506
1116	80-81	-0.8171122279855041
1116	82-83	-0.966226915383622
1116	84-85	-0.8287198182769941
1116	86-87	-0.8831139775520498
1116	88-89	-0.9364526297359461
1116	90-91	-0.749723865338261
1116	92-93	-0.8640910425633095
1116	94-95	-0.8372974451245767
1116	96-97	-0.6640435276893442
1116	98-99	-0.6601087346877179
1116	100-101	-0.9310770065026368
1201	1	0.42308657051879095
1201	2	0.39546976287028457
1201	3	0.9110019449687741
1201	4	0.5230072320199781
1201	5	0.3509171607382626
1201	6	0.2969542816698336
1201	7	0.30683775199947405
1201	8	0.3180930983995438
1201	9	0.3756707357860094
1201	10-11	0.3537415197877536
1201	12-13	0.3992588935368886
1201	14-15	0.5340289674558818
1201	16-17	0.47927418447861925
1201	18-19	0.5094333423953188
1201	20-21	0.5334032971746225
1201	22-23	0.5260083773320972
1201	24-25	0.5052328377184168
1201	26-27	0.4342073018613135
1201	28-29	0.5034073097522267
1201	30-31	0.5438811268124084
1201	32-33	0.5614894312558931
1201	34-35	0.5212836711517426
1201	36-37	0.47690664498239244
1201	38-39	0.503030141915481
1201	40-41	0.45613655101752926
1201	42-43	0.5509963366275272
1201	44-45	0.48659234646878247
1201	46-47	0.5140817987262736
1201	48-49	0.4908212475069149
1201	50-51	0.5055605402438346
1201	52-53	0.48921635623204196
1201	54-55	0.4562395700051596
1201	56-57	0.49120019823826055
1201	58-59	0.46598709314434217
1201	60-61	0.5463478412602782
1201	62-63	0.548313977470329
1201	64-65	0.5188054717744279
1201	66-67	0.47971345647001584
1201	68-69	0.4674708432522934
1201	70-71	0.5023352022416105
1201	72-73	0.5233239221923185
1201	74-75	0.5403492206952905
1201	76-77	0.44377190444744485
1201	78-79	0.4458342217515252
1201	80-81	0.4770849334525309
1201	82-83	0.4752161974648388
1201	84-85	0.43002536045567297
1201	86-87	0.3821006079339
1201	88-89	0.34784126932226656
1201	90-91	0.42718703678389147
1201	92-93	0.4773074204857153
1201	94-95	0.3992372419856025
1201	96-97	0.39403713181896194
1201	98-99	0.37226197076250145
1201	100-101	0.5226823104965845
1202	1	0.38533688872477967
1202	2	0.3604278751880656
1202	3	0.910693117630899
1202	4	0.5342982468745987
1202	5	0.33930792981285407
1202	6	0.20511317100004334
1202	7	0.23657219851982347
1202	8	0.1870841860634158
1202	9	0.32554573910226026
1202	10-11	0.3308454085609611
1202	12-13	0.3558363668244837
1202	14-15	0.4598787144056189
1202	16-17	0.47941643489307495
1202	18-19	0.4525774676022394
1202	20-21	0.45380813205343173
1202	22-23	0.47029728135883886
1202	24-25	0.4510955179644185
1202	26-27	0.4791061827183043
1202	28-29	0.4890932901088689
1202	30-31	0.5134858096569417
1202	32-33	0.45562040834467155
1202	34-35	0.40971876244411476
1202	36-37	0.4867670671638251
1202	38-39	0.5017574485676448
1202	40-41	0.5027471612376999
1202	42-43	0.5073800724625173
1202	44-45	0.4931664561653406
1202	46-47	0.5070183840000695
1202	48-49	0.49593625163962685
1202	50-51	0.45343282275604224
1202	52-53	0.4749457420013812
1202	54-55	0.4520582182947166
1202	56-57	0.46944557094310824
1202	58-59	0.46040122341222656
1202	60-61	0.49313025486136297
1202	62-63	0.4636285678711545
1202	64-65	0.45157617714650655
1202	66-67	0.48546430268868335
1202	68-69	0.48152327255176175
1202	70-71	0.46403818320003865
1202	72-73	0.4399899308675117
1202	74-75	0.4090339293412484
1202	76-77	0.43948598874293054
1202	78-79	0.43259902191257993
1202	80-81	0.4070523919008835
1202	82-83	0.3495343206300845
1202	84-85	0.39500990156790294
1202	86-87	0.4127059319700379
1202	88-89	0.4435041622100684
1202	90-91	0.40444422244850387
1202	92-93	0.4079154091407702
1202	94-95	0.40866130372801024
1202	96-97	0.3964459258406663
1202	98-99	0.43065303728648985
1202	100-101	0.49501591593705996
1203	1	0.3641026172916284
1203	2	0.32565666619378675
1203	3	0.8408231261847803
1203	4	0.5151430684984462
1203	5	0.30864255453867884
1203	6	0.26606394407381373
1203	7	0.2306694263012261
1203	8	0.2282638921428557
1203	9	0.29077660157681606
1203	10-11	0.29382913415952316
1203	12-13	0.2860179137991494
1203	14-15	0.3970585017878463
1203	16-17	0.41006304334310073
1203	18-19	0.4003896704193508
1203	20-21	0.415606748085402
1203	22-23	0.4052771561193964
1203	24-25	0.3859003125284417
1203	26-27	0.3967932975379824
1203	28-29	0.404116906816661
1203	30-31	0.40715717282114383
1203	32-33	0.3820755904769513
1203	34-35	0.3541772343219236
1203	36-37	0.3993587336585449
1203	38-39	0.38495868341027517
1203	40-41	0.3975255423565187
1203	42-43	0.3983182910100922
1203	44-45	0.3967403106601637
1203	46-47	0.4121139115774426
1203	48-49	0.4344232052904502
1203	50-51	0.42114881562530115
1203	52-53	0.3978695521999285
1203	54-55	0.3230641333743307
1203	56-57	0.35716831110039493
1203	58-59	0.38134099690652334
1203	60-61	0.39676734623177623
1203	62-63	0.3959777553791355
1203	64-65	0.3716041811656652
1203	66-67	0.3950883530540139
1203	68-69	0.37238714070984
1203	70-71	0.4117169424168168
1203	72-73	0.3512900663571301
1203	74-75	0.39211219644276696
1203	76-77	0.35618290547100173
1203	78-79	0.35377406344266404
1203	80-81	0.359134356585173
1203	82-83	0.36837642619402544
1203	84-85	0.3276261213302547
1203	86-87	0.3668582188694458
1203	88-89	0.40175121439504835
1203	90-91	0.3526923952915695
1203	92-93	0.368236035070737
1203	94-95	0.3716271891739069
1203	96-97	0.3845581930238211
1203	98-99	0.3702524943944283
1203	100-101	0.4385762806545941
1204	1	0.2945153894669019
1204	2	0.2200990552533142
1204	3	0.7954996035567703
1204	4	0.4433533553786546
1204	5	0.28264038360337906
1204	6	0.2575711308356574
1204	7	0.20769354592016498
1204	8	0.21267672379800473
1204	9	0.26442135873441686
1204	10-11	0.27401240993010134
1204	12-13	0.27916979061375713
1204	14-15	0.3401357517686989
1204	16-17	0.3323446585191121
1204	18-19	0.35219156388885864
1204	20-21	0.3727407516491823
1204	22-23	0.3343703202724768
1204	24-25	0.3285714740172381
1204	26-27	0.3170087850155241
1204	28-29	0.31057391553198244
1204	30-31	0.34165565291434774
1204	32-33	0.3464878413054393
1204	34-35	0.33821107553473695
1204	36-37	0.36770946040203967
1204	38-39	0.35392850478505267
1204	40-41	0.38740889349032415
1204	42-43	0.38566213206181743
1204	44-45	0.3404280998028355
1204	46-47	0.34060190511296895
1204	48-49	0.34956679170364424
1204	50-51	0.32565394829146044
1204	52-53	0.33581728098714336
1204	54-55	0.3204857809270365
1204	56-57	0.32361932063605536
1204	58-59	0.2902228354044212
1204	60-61	0.3332535923576856
1204	62-63	0.3538780313986507
1204	64-65	0.34610449058790493
1204	66-67	0.357572518287661
1204	68-69	0.3382331597467214
1204	70-71	0.3115931703106085
1204	72-73	0.328601632885416
1204	74-75	0.29222594199624297
1204	76-77	0.30881114216533945
1204	78-79	0.2965818450965969
1204	80-81	0.3102902841351849
1204	82-83	0.31372385672541014
1204	84-85	0.28543194630473323
1204	86-87	0.2648544548515943
1204	88-89	0.27741163149705983
1204	90-91	0.2563584084160979
1204	92-93	0.25188052680015005
1204	94-95	0.22408817504989997
1204	96-97	0.29594186151445
1204	98-99	0.2572325833674469
1204	100-101	0.29845136162176544
1205	1	0.30555971575712704
1205	2	0.2509546572340682
1205	3	0.7833359625868752
1205	4	0.4491354752872354
1205	5	0.2544531775555683
1205	6	0.20657308092746263
1205	7	0.19173239268742748
1205	8	0.13551570204116103
1205	9	0.22052025989443536
1205	10-11	0.23579461446146865
1205	12-13	0.19771181387138625
1205	14-15	0.2808844494957512
1205	16-17	0.26656116814732655
1205	18-19	0.2584635785339984
1205	20-21	0.2936397810836482
1205	22-23	0.27439940487632697
1205	24-25	0.28171346763779326
1205	26-27	0.30877976511428784
1205	28-29	0.2683679893716757
1205	30-31	0.29293840773728874
1205	32-33	0.292452738422341
1205	34-35	0.319306171801351
1205	36-37	0.28867705028105206
1205	38-39	0.28812867796909103
1205	40-41	0.31696182385490346
1205	42-43	0.30401545925943907
1205	44-45	0.3365381880200573
1205	46-47	0.3128256975886572
1205	48-49	0.3080766569200222
1205	50-51	0.3365867703255958
1205	52-53	0.3088278410923877
1205	54-55	0.30337895906688317
1205	56-57	0.30257075252550436
1205	58-59	0.3138007509241376
1205	60-61	0.30078950479107647
1205	62-63	0.29756057388130586
1205	64-65	0.29472921372909866
1205	66-67	0.2937333067208172
1205	68-69	0.3054109119292079
1205	70-71	0.2497730400146736
1205	72-73	0.2623409024996448
1205	74-75	0.24772103847326576
1205	76-77	0.24521847506987626
1205	78-79	0.2702228721206055
1205	80-81	0.23361925358362612
1205	82-83	0.27410920441977993
1205	84-85	0.2561176571140251
1205	86-87	0.2700506431187577
1205	88-89	0.23495797708074662
1205	90-91	0.2272465118870315
1205	92-93	0.23220870369429747
1205	94-95	0.238539456968482
1205	96-97	0.2653266070255853
1205	98-99	0.28261412077655024
1205	100-101	0.252461497745081
1206	1	0.22062315361162632
1206	2	0.1901691318949048
1206	3	0.5637139447248956
1206	4	0.35966863942385885
1206	5	0.19396209709519496
1206	6	0.18242452182057178
1206	7	0.17070801693648718
1206	8	0.15796181695376532
1206	9	0.15237088651844743
1206	10-11	0.1774291360008391
1206	12-13	0.18376069722882704
1206	14-15	0.2370739676799687
1206	16-17	0.22055434639292315
1206	18-19	0.22811105361653716
1206	20-21	0.2346581511063377
1206	22-23	0.23771043766190303
1206	24-25	0.24414187977640012
1206	26-27	0.2499429029745741
1206	28-29	0.2109117785117931
1206	30-31	0.2676856692616667
1206	32-33	0.23183500983011385
1206	34-35	0.29046113909308957
1206	36-37	0.21983953609986884
1206	38-39	0.20511069296372142
1206	40-41	0.24936734945000438
1206	42-43	0.27186990343950157
1206	44-45	0.2962562695125257
1206	46-47	0.2845219918030253
1206	48-49	0.24861649888600823
1206	50-51	0.256941299350828
1206	52-53	0.23242131324041537
1206	54-55	0.26620498789156244
1206	56-57	0.22362109118627416
1206	58-59	0.22292835132545008
1206	60-61	0.24856659842797768
1206	62-63	0.22821828224110163
1206	64-65	0.24688858297075456
1206	66-67	0.25481177578115677
1206	68-69	0.25206151277199496
1206	70-71	0.2608912317900902
1206	72-73	0.2578980242087212
1206	74-75	0.26267248428544576
1206	76-77	0.22792287150356572
1206	78-79	0.2853624475487919
1206	80-81	0.2538238268468689
1206	82-83	0.24391517088184855
1206	84-85	0.22409474850382338
1206	86-87	0.24341206005851745
1206	88-89	0.2139199057767982
1206	90-91	0.221728180242188
1206	92-93	0.21464943614044074
1206	94-95	0.2207213899299063
1206	96-97	0.2429909528620513
1206	98-99	0.21116394181809994
1206	100-101	0.28267726291912965
1207	1	0.20224761964081495
1207	2	0.16372144779737852
1207	3	0.6905808566095715
1207	4	0.4143675231071384
1207	5	0.2181150459499932
1207	6	0.16378201795171776
1207	7	0.0991155899340086
1207	8	0.11099997510284254
1207	9	-0.004728356642893061
1207	10-11	0.08338341498063784
1207	12-13	0.11847968077392323
1207	14-15	0.16778830628781094
1207	16-17	0.1904021253877417
1207	18-19	0.1462542578384074
1207	20-21	0.16565284077452702
1207	22-23	0.13960645942599115
1207	24-25	0.13421440248760774
1207	26-27	0.16215042953808023
1207	28-29	0.18665919087363392
1207	30-31	0.15074498587630814
1207	32-33	0.14986683311956028
1207	34-35	0.18683399396289957
1207	36-37	0.1730177807936002
1207	38-39	0.18602786165482854
1207	40-41	0.17534511294142163
1207	42-43	0.16482877906427262
1207	44-45	0.16146121890150056
1207	46-47	0.19610692433439425
1207	48-49	0.18026872667736882
1207	50-51	0.2317221827591993
1207	52-53	0.23323376847552169
1207	54-55	0.2033515751609798
1207	56-57	0.15449519337857964
1207	58-59	0.18956737960218106
1207	60-61	0.19085281339010862
1207	62-63	0.20510159538781636
1207	64-65	0.19756373903365443
1207	66-67	0.18912946371053607
1207	68-69	0.14338100317004177
1207	70-71	0.18883454120958731
1207	72-73	0.1720162732740107
1207	74-75	0.1332513939286386
1207	76-77	0.188590982243781
1207	78-79	0.18205065422495892
1207	80-81	0.1879238392597955
1207	82-83	0.14162331828819674
1207	84-85	0.15771565771539997
1207	86-87	0.1747381707225415
1207	88-89	0.15778003660945217
1207	90-91	0.132362041354547
1207	92-93	0.1339149256651524
1207	94-95	0.15358243433901464
1207	96-97	0.18351091223753713
1207	98-99	0.1935127517279156
1207	100-101	0.287540126708528
1208	1	0.18148347761125905
1208	2	0.13089501780697077
1208	3	0.6575327882854438
1208	4	0.3779407692323886
1208	5	0.21647759165880842
1208	6	0.16018582028105044
1208	7	0.07451821482401755
1208	8	0.07055468894046157
1208	9	0.12397907641400252
1208	10-11	0.10009396947400262
1208	12-13	0.09287585522184116
1208	14-15	0.10667045412716192
1208	16-17	0.10134231628754975
1208	18-19	0.10423308955716948
1208	20-21	0.09478115597116243
1208	22-23	0.1250795895424588
1208	24-25	0.13881379550814898
1208	26-27	0.09543108825520363
1208	28-29	0.12320854968016448
1208	30-31	0.14174561088914572
1208	32-33	0.11975285829705484
1208	34-35	0.09497757120281847
1208	36-37	0.12585947031848121
1208	38-39	0.12797425828879483
1208	40-41	0.12568549340739565
1208	42-43	0.18111465508847147
1208	44-45	0.18875649712661868
1208	46-47	0.14450148263359353
1208	48-49	0.16501048613743308
1208	50-51	0.1829126053038408
1208	52-53	0.14703329546964738
1208	54-55	0.1426225709616844
1208	56-57	0.17113921273974597
1208	58-59	0.1849471402244589
1208	60-61	0.1717586006442744
1208	62-63	0.1511882224437784
1208	64-65	0.11893073262142195
1208	66-67	0.14212655576351807
1208	68-69	0.171659195763759
1208	70-71	0.17370678687733232
1208	72-73	0.14973383663937057
1208	74-75	0.18441464571009902
1208	76-77	0.14315239365914323
1208	78-79	0.12085859263412857
1208	80-81	0.11123675569078273
1208	82-83	0.12616976300915184
1208	84-85	0.12894240267360146
1208	86-87	0.156617395077582
1208	88-89	0.16035002870533077
1208	90-91	0.16055289029701214
1208	92-93	0.13806332244966768
1208	94-95	0.13660487419204514
1208	96-97	0.1834247060948968
1208	98-99	0.182170793630398
1208	100-101	0.23943513237563963
1209	1	0.08910670126238784
1209	2	0.045101278414151125
1209	3	0.40201844028181455
1209	4	0.26922013143273205
1209	5	0.07152364502471187
1209	6	0.01168787142852068
1209	7	-0.03945569455076736
1209	8	0.026233854780699062
1209	9	0.03988258217344054
1209	10-11	-0.01335665436057809
1209	12-13	-0.0080566544816989
1209	14-15	-0.03884411777791286
1209	16-17	-0.01661426330066007
1209	18-19	-0.005241256455398968
1209	20-21	0.02723289389732031
1209	22-23	0.04397076198918626
1209	24-25	0.055153946590849046
1209	26-27	0.004230150274999289
1209	28-29	-0.006417878981800129
1209	30-31	0.01785699789805051
1209	32-33	0.06621925997399813
1209	34-35	0.016331945924456193
1209	36-37	0.031003154250754505
1209	38-39	0.019788197611902092
1209	40-41	4.040367035358372E-4
1209	42-43	0.05042166629942102
1209	44-45	-0.0017519793124307625
1209	46-47	0.05534894996036854
1209	48-49	-0.001247671257708305
1209	50-51	0.008509348356120938
1209	52-53	0.004049619989103803
1209	54-55	0.015341446579846263
1209	56-57	0.005410480776525617
1209	58-59	0.022251967012827834
1209	60-61	9.059548273242513E-4
1209	62-63	-0.018341153214898043
1209	64-65	0.030924138413709557
1209	66-67	-0.013361678438734259
1209	68-69	-0.021337573528136033
1209	70-71	-0.010921681308040831
1209	72-73	-0.001954160654506154
1209	74-75	-0.010067012188258673
1209	76-77	-0.015017940370270821
1209	78-79	0.009110231370492272
1209	80-81	-0.019203072729972348
1209	82-83	-0.004330861279029818
1209	84-85	0.04145205513115968
1209	86-87	0.03230482365785292
1209	88-89	0.021783763912139875
1209	90-91	0.05772983751796801
1209	92-93	0.06088707236126112
1209	94-95	0.047508136660397327
1209	96-97	0.02117360993079842
1209	98-99	0.07689242684222819
1209	100-101	0.11316678787184031
1210	1	-0.03192264812686574
1210	2	-0.04117976570919524
1210	3	0.24569047154263046
1210	4	0.1498644966137732
1210	5	0.04407780935536465
1210	6	-6.421208466207418E-4
1210	7	-0.03934122005692586
1210	8	-0.03819369689249896
1210	9	-0.04762938812937989
1210	10-11	-0.07467013013526724
1210	12-13	-0.08126613936581606
1210	14-15	-0.06832099020768823
1210	16-17	-0.06969139221342147
1210	18-19	-0.09990076219327193
1210	20-21	-0.0485558269124553
1210	22-23	-0.10909837560046043
1210	24-25	-0.1105589244298173
1210	26-27	-0.09305626568217207
1210	28-29	-0.10668444107636788
1210	30-31	-0.20161122876667292
1210	32-33	-0.09368498418302096
1210	34-35	-0.050023046960482986
1210	36-37	-0.1014492806509324
1210	38-39	-0.052762775982522214
1210	40-41	-0.12929744419346179
1210	42-43	-0.05234195985261181
1210	44-45	-0.058985335264843286
1210	46-47	-0.09525634841507014
1210	48-49	-0.10261838987226213
1210	50-51	-0.0795111775532078
1210	52-53	-0.11667920188566683
1210	54-55	-0.08215529959604595
1210	56-57	-0.12594930728411668
1210	58-59	-0.10771401332392827
1210	60-61	-0.07106108618010154
1210	62-63	-0.15058341459811686
1210	64-65	-0.10840225184907126
1210	66-67	-0.055983072858232674
1210	68-69	-0.041116283197801806
1210	70-71	-0.08351819365888247
1210	72-73	-0.06597811736422443
1210	74-75	-0.041606847984589024
1210	76-77	-0.042799900855889916
1210	78-79	-0.04627049319046961
1210	80-81	-0.02238893020886934
1210	82-83	-0.025877149883079653
1210	84-85	-0.0450676971902908
1210	86-87	-0.08795662896401524
1210	88-89	-0.07713437889116648
1210	90-91	-0.06515718825467331
1210	92-93	-0.05549429464139166
1210	94-95	-0.0658416711364822
1210	96-97	-0.04714225687369833
1210	98-99	-0.03932423197375101
1210	100-101	-0.020816920999614297
1211	1	-0.2824158628100868
1211	2	-0.1949163198420294
1211	3	-0.6740815191923311
1211	4	-0.1665537616995536
1211	5	-0.16162266795480917
1211	6	-0.132090551977889
1211	7	-0.14201260284263384
1211	8	-0.10860234949162617
1211	9	-0.16133735026724594
1211	10-11	-0.15958662252434408
1211	12-13	-0.15747569369460024
1211	14-15	-0.1871175184831415
1211	16-17	-0.1661577807417629
1211	18-19	-0.1707879983568148
1211	20-21	-0.1396310383736079
1211	22-23	-0.20939956708697594
1211	24-25	-0.17754245276414338
1211	26-27	-0.2047744070075126
1211	28-29	-0.2590059549184005
1211	30-31	-0.2577933167318136
1211	32-33	-0.22782625049075733
1211	34-35	-0.2305846161416767
1211	36-37	-0.18496635115373294
1211	38-39	-0.16923177592368432
1211	40-41	-0.17982509613650421
1211	42-43	-0.1853855004629068
1211	44-45	-0.19728422745909313
1211	46-47	-0.2282991371654859
1211	48-49	-0.2758735347559025
1211	50-51	-0.3400399026498846
1211	52-53	-0.23212720141871301
1211	54-55	-0.18661465559572576
1211	56-57	-0.23584601232682445
1211	58-59	-0.21668110808837326
