##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	I062.003.WES.Tumor_R2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	70723671
Total Bases	7.1 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.406265181002837	31.0	31.0	34.0	28.0	34.0
2	31.60091319354732	33.0	31.0	34.0	28.0	34.0
3	31.713667592283212	34.0	31.0	34.0	28.0	34.0
4	35.223214982717735	37.0	35.0	37.0	32.0	37.0
5	35.22687156609843	37.0	35.0	37.0	32.0	37.0
6	35.20058550128146	37.0	35.0	37.0	32.0	37.0
7	35.126311189361196	37.0	35.0	37.0	32.0	37.0
8	35.1909086845902	37.0	35.0	37.0	32.0	37.0
9	36.72337010051415	39.0	37.0	39.0	32.0	39.0
10-11	36.79479620762333	39.0	37.0	39.0	32.0	39.0
12-13	36.76980690100207	39.0	37.0	39.0	32.0	39.0
14-15	38.04025734891505	40.0	38.0	41.0	32.0	41.0
16-17	38.03391773173087	40.0	38.0	41.0	32.0	41.0
18-19	38.07861039198602	40.0	38.0	41.0	32.0	41.0
20-21	38.08675301229768	40.0	38.0	41.0	32.0	41.0
22-23	38.050331663354974	40.0	38.0	41.0	32.0	41.0
24-25	37.99604609042424	40.0	38.0	41.0	32.0	41.0
26-27	37.95106569058046	40.0	38.0	41.0	32.0	41.0
28-29	37.898865635806715	40.0	38.0	41.0	32.0	41.0
30-31	37.83137606785145	40.0	37.5	41.0	32.0	41.0
32-33	37.76585891589254	40.0	37.0	41.0	31.5	41.0
34-35	37.733970985471046	40.0	37.0	41.0	31.0	41.0
36-37	37.651338043524355	40.0	37.0	41.0	31.0	41.0
38-39	37.6066077014017	40.0	37.0	41.0	31.0	41.0
40-41	37.55364242899665	40.0	37.0	41.0	31.0	41.0
42-43	37.459079648170416	40.0	37.0	41.0	31.0	41.0
44-45	37.34503167970452	40.0	36.0	41.0	31.0	41.0
46-47	37.265698545257926	40.0	36.0	41.0	30.0	41.0
48-49	37.11637500406335	40.0	36.0	41.0	30.0	41.0
50-51	37.00299592762938	40.0	35.0	41.0	30.0	41.0
52-53	36.837760069043924	39.0	35.0	41.0	30.0	41.0
54-55	36.707407432230156	39.0	35.0	41.0	30.0	41.0
56-57	36.56143984663918	39.0	35.0	41.0	29.5	41.0
58-59	36.37534204778483	39.0	35.0	41.0	29.0	41.0
60-61	36.159777459798434	38.0	35.0	41.0	29.0	41.0
62-63	35.94321474771863	38.0	34.5	40.0	29.0	41.0
64-65	35.66678465403754	37.0	34.0	40.0	28.0	41.0
66-67	35.39623213987294	37.0	34.0	40.0	28.0	41.0
68-69	35.1143015822807	36.0	34.0	39.5	28.0	41.0
70-71	34.84809325720663	36.0	34.0	39.0	28.0	41.0
72-73	34.57353219122351	35.0	34.0	39.0	28.0	41.0
74-75	34.25754134708307	35.0	33.5	37.5	27.5	40.0
76-77	33.97068164066314	35.0	33.0	37.0	27.0	39.0
78-79	33.67931765730882	35.0	33.0	37.0	27.0	39.0
80-81	33.41327608687055	35.0	33.0	36.0	27.0	39.0
82-83	33.17382016270055	35.0	33.0	36.0	26.5	37.0
84-85	32.937639817933096	35.0	33.0	35.5	26.0	37.0
86-87	32.77575462676421	35.0	33.0	35.0	26.0	36.5
88-89	32.649489263644135	35.0	33.0	35.0	26.0	36.0
90-91	32.51193876092773	35.0	33.0	35.0	26.0	36.0
92-93	32.415989852958845	35.0	33.0	35.0	26.0	36.0
94-95	32.31749415977007	35.0	32.5	35.0	25.5	35.5
96-97	32.26247666074913	35.0	32.0	35.0	25.0	35.0
98-99	32.220812675292265	35.0	32.0	35.0	25.0	35.0
100-101	31.506476275814357	34.5	31.0	35.0	23.5	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1103	28-29	0.5763070930047718
1103	30-31	0.5802243567944458
1103	32-33	0.5513136088205073
1103	34-35	0.5867565077454202
1103	36-37	0.5998484633127958
1103	38-39	0.5389317764957653
1103	40-41	0.5927660519901679
1103	42-43	0.595326015436676
1103	44-45	0.6437623677392281
1103	46-47	0.6191543690051091
1103	48-49	0.6217045040084201
1103	50-51	0.6009668817493719
1103	52-53	0.6272875585390167
1103	54-55	0.5878015532716034
1103	56-57	0.5530013051959699
1103	58-59	0.5755702049018296
1103	60-61	0.5796485979398724
1103	62-63	0.538950863066475
1103	64-65	0.553309357113406
1103	66-67	0.5480699806962619
1103	68-69	0.5369711719920005
1103	70-71	0.5521681848609248
1103	72-73	0.5114897566864656
1103	74-75	0.5373382383655354
1103	76-77	0.4981183859033962
1103	78-79	0.49948854109592133
1103	80-81	0.5206594983407626
1103	82-83	0.5054070361600793
1103	84-85	0.4741058462221446
1103	86-87	0.4918779468541814
1103	88-89	0.46044432198547014
1103	90-91	0.46969301930889173
1103	92-93	0.42816112773247994
1103	94-95	0.4596816603864937
1103	96-97	0.4962309837553178
1103	98-99	0.47203120590167913
1103	100-101	0.517847738729099
1104	1	0.30006535553633285
1104	2	0.31792782310487766
1104	3	0.29877030660611226
1104	4	0.32615492008615377
1104	5	0.2995919644892737
1104	6	0.27767132220375856
1104	7	0.3162026696325668
1104	8	0.300527315058325
1104	9	0.42019067828372414
1104	10-11	0.3673582333799601
1104	12-13	0.39924922946378416
1104	14-15	0.4945959723914797
1104	16-17	0.42279076721992226
1104	18-19	0.4011809926433685
1104	20-21	0.3907463157798645
1104	22-23	0.4134711526922672
1104	24-25	0.42200267946824255
1104	26-27	0.41153127217557284
1104	28-29	0.3549424235295291
1104	30-31	0.40685727003243244
1104	32-33	0.4054427803937912
1104	34-35	0.4545267103514803
1104	36-37	0.477421886906356
1104	38-39	0.4434665714324595
1104	40-41	0.44366407040936906
1104	42-43	0.42466933421629705
1104	44-45	0.4663817855154022
1104	46-47	0.3968972665493382
1104	48-49	0.43427119150663884
1104	50-51	0.4257618298355368
1104	52-53	0.4516665287850472
1104	54-55	0.44846830171798757
1104	56-57	0.38131372762568816
1104	58-59	0.37892297345072024
1104	60-61	0.4337615937993391
1104	62-63	0.36285498862837073
1104	64-65	0.35229852406437345
1104	66-67	0.3763429345253897
1104	68-69	0.4177791337114485
1104	70-71	0.4065669848879807
1104	72-73	0.36801347415374863
1104	74-75	0.35102642496906356
1104	76-77	0.36886815605321743
1104	78-79	0.34797356562774695
1104	80-81	0.3563749362605364
1104	82-83	0.3108507634994311
1104	84-85	0.29003569930436157
1104	86-87	0.30693943471393226
1104	88-89	0.3372514274214211
1104	90-91	0.3049518059226344
1104	92-93	0.35298881431440066
1104	94-95	0.36226237561297836
1104	96-97	0.33064126719555276
1104	98-99	0.34269156287272295
1104	100-101	0.3433916343901764
1105	1	0.17088881746698092
1105	2	0.22027745333095083
1105	3	0.20417285708198918
1105	4	0.23819884862734142
1105	5	0.26320652643886433
1105	6	0.20132916715632376
1105	7	0.2826007771526804
1105	8	0.22800954300889487
1105	9	0.31477434239877766
1105	10-11	0.25238860764811477
1105	12-13	0.2772922562001341
1105	14-15	0.3554760771854504
1105	16-17	0.3490420800764582
1105	18-19	0.35714382296374225
1105	20-21	0.28290443716381475
1105	22-23	0.24740480098115825
1105	24-25	0.33087735173435107
1105	26-27	0.3507083921884586
1105	28-29	0.31707301859342607
1105	30-31	0.38208739323854957
1105	32-33	0.32443552671665543
1105	34-35	0.3337156731088555
1105	36-37	0.3294426985067389
1105	38-39	0.28305245013601876
1105	40-41	0.3011252734855603
1105	42-43	0.28919146101553395
1105	44-45	0.2896149340648648
1105	46-47	0.31055849989041917
1105	48-49	0.3738540682998348
1105	50-51	0.36740115822806274
1105	52-53	0.3441760354758756
1105	54-55	0.3673559810374769
1105	56-57	0.3504935508296114
1105	58-59	0.285296306623799
1105	60-61	0.3266570940533384
1105	62-63	0.31262001672864415
1105	64-65	0.29971179058595965
1105	66-67	0.3272613493818497
1105	68-69	0.3258749545496826
1105	70-71	0.33261398068902537
1105	72-73	0.29217505173915725
1105	74-75	0.34404513557996097
1105	76-77	0.2550562299333379
1105	78-79	0.21691810773254616
1105	80-81	0.2949457778519502
1105	82-83	0.29866776956706076
1105	84-85	0.26280695420607003
1105	86-87	0.2761394786769529
1105	88-89	0.2455119180039702
1105	90-91	0.2825204314575842
1105	92-93	0.33176026302793105
1105	94-95	0.28829806259974333
1105	96-97	0.3591290747032829
1105	98-99	0.35872710272613517
1105	100-101	0.3912367344448846
1106	1	0.2596028929513743
1106	2	0.27842673392851935
1106	3	0.2437149013600397
1106	4	0.249091650160004
1106	5	0.22446732983937068
1106	6	0.2159548745262896
1106	7	0.304259331966513
1106	8	0.21696820903373748
1106	9	0.28619231546432644
1106	10-11	0.29797262473080366
1106	12-13	0.2782460381993914
1106	14-15	0.3202189673417024
1106	16-17	0.32836263011881783
1106	18-19	0.3383064793007762
1106	20-21	0.3247319417619323
1106	22-23	0.31082629666735784
1106	24-25	0.3311899630600905
1106	26-27	0.3573133986656174
1106	28-29	0.3441943346928866
1106	30-31	0.35299924588511544
1106	32-33	0.33875781845590325
1106	34-35	0.3545985413341697
1106	36-37	0.36895688366077906
1106	38-39	0.33332238491241384
1106	40-41	0.3328583956930089
1106	42-43	0.3689452082383795
1106	44-45	0.414931770849158
1106	46-47	0.38337168174376046
1106	48-49	0.429173416647572
1106	50-51	0.3899265754312182
1106	52-53	0.39417733810119415
1106	54-55	0.3873809083101136
1106	56-57	0.37931762556031146
1106	58-59	0.3362752484196889
1106	60-61	0.3729614695077075
1106	62-63	0.3625507501173786
1106	64-65	0.32496196972378755
1106	66-67	0.32663892656631077
1106	68-69	0.3604665177903783
1106	70-71	0.3623742521809419
1106	72-73	0.29990066675548377
1106	74-75	0.33036497675118426
1106	76-77	0.309388669177757
1106	78-79	0.3324671978606446
1106	80-81	0.36365256284692293
1106	82-83	0.3153113948923618
1106	84-85	0.2916281985723259
1106	86-87	0.3079838181096193
1106	88-89	0.31522138841275193
1106	90-91	0.3164390551224088
1106	92-93	0.35377396919913906
1106	94-95	0.3765592419964676
1106	96-97	0.37549004229111205
1106	98-99	0.36477034432108724
1106	100-101	0.39278033304269755
1107	1	0.2205489290774132
1107	2	0.178830399427941
1107	3	0.17914470596257104
1107	4	0.19425239400430172
1107	5	0.18769477390714684
1107	6	0.17822526974024555
1107	7	0.22680886078128992
1107	8	0.16125409332185114
1107	9	0.24402354351210676
1107	10-11	0.20628535184566488
1107	12-13	0.18322050135204648
1107	14-15	0.23741871053617558
1107	16-17	0.24980589010885978
1107	18-19	0.25353884151693507
1107	20-21	0.23492024428415448
1107	22-23	0.21898982258915112
1107	24-25	0.27382522909289264
1107	26-27	0.32172466521341647
1107	28-29	0.31666083068234485
1107	30-31	0.3044768951631198
1107	32-33	0.3044479796163273
1107	34-35	0.2777598933229726
1107	36-37	0.2970471377126813
1107	38-39	0.26887902549020026
1107	40-41	0.2723936333084609
1107	42-43	0.2503254265473629
1107	44-45	0.28247125188061517
1107	46-47	0.23294094481435224
1107	48-49	0.22837509830554836
1107	50-51	0.33596244704942535
1107	52-53	0.3429666580055155
1107	54-55	0.37529452089636095
1107	56-57	0.27907986974175714
1107	58-59	0.2405227474492122
1107	60-61	0.21456568887694516
1107	62-63	0.19776886859798992
1107	64-65	0.17709805805708356
1107	66-67	0.26034754807222527
1107	68-69	0.28146312549635866
1107	70-71	0.31108226163516406
1107	72-73	0.24307318209147155
1107	74-75	0.29790482131329554
1107	76-77	0.2842421925474312
1107	78-79	0.21681444069594846
1107	80-81	0.19773284290183568
1107	82-83	0.23826092244065933
1107	84-85	0.2362714995202424
1107	86-87	0.267390948485172
1107	88-89	0.2379628255199293
1107	90-91	0.30278902880849756
1107	92-93	0.2981924820394184
1107	94-95	0.29666129710532374
1107	96-97	0.2678328887475203
1107	98-99	0.2477333942940234
1107	100-101	0.28137079773014406
1108	1	0.05630166254523061
1108	2	0.07898367239124227
1108	3	0.12925273686897754
1108	4	0.12035387414032073
1108	5	0.11912337113805194
1108	6	0.1284167435663761
1108	7	0.15903873766479393
1108	8	0.09026572025095447
1108	9	0.17704308245025402
1108	10-11	0.12202879559749391
1108	12-13	0.15267862089964268
1108	14-15	0.15505409333728437
1108	16-17	0.16459183119150111
1108	18-19	0.08907003052939189
1108	20-21	0.08264703584609379
1108	22-23	0.1200386338163213
1108	24-25	0.1446347270047852
1108	26-27	0.11890509841680341
1108	28-29	0.14718441102281332
1108	30-31	0.07941269372592785
1108	32-33	0.08392158386350701
1108	34-35	0.1086704673640213
1108	36-37	0.10505507724349172
1108	38-39	0.08282208658201995
1108	40-41	0.05401553025573946
1108	42-43	0.1287267997219672
1108	44-45	0.0654122583180552
1108	46-47	0.07784268067383238
1108	48-49	0.16032909060125178
1108	50-51	0.14376452298259323
1108	52-53	0.17440411654699517
1108	54-55	0.09820159021914066
1108	56-57	0.10215520836979408
1108	58-59	0.025028120668828535
1108	60-61	0.0921412040098275
1108	62-63	0.06298700736866181
1108	64-65	-0.05844183943947456
1108	66-67	5.078203059198927E-4
1108	68-69	0.06874543636221375
1108	70-71	0.035443777390291586
1108	72-73	-0.0013926687539438376
1108	74-75	-0.0023992433038628747
1108	76-77	0.08385987499945458
1108	78-79	0.09727214613872803
1108	80-81	-3.232926845271322E-4
1108	82-83	0.02200380683728298
1108	84-85	-0.029400915295724417
1108	86-87	0.08717584861564376
1108	88-89	0.10963184005994009
1108	90-91	0.0454470853190827
1108	92-93	0.028145064239936346
1108	94-95	0.12658045602410795
1108	96-97	0.13247839341320145
1108	98-99	0.07166985336299803
1108	100-101	0.1324729017324593
1109	1	0.02132018695458271
1109	2	-0.0016737565243651886
1109	3	0.026859574039470147
1109	4	0.06402161310774801
1109	5	0.04027118551956477
1109	6	0.018248766645982073
1109	7	0.11684565257844781
1109	8	0.02062971126779445
1109	9	0.09418510808167468
1109	10-11	0.029166961877621134
1109	12-13	0.047944444785407825
1109	14-15	-0.06693182834146683
1109	16-17	-0.11703345893962336
1109	18-19	0.025342971647354773
1109	20-21	0.02726215737720139
1109	22-23	0.046333021417048315
1109	24-25	0.028964136563821796
1109	26-27	0.012300983705941348
1109	28-29	0.013329546710501461
1109	30-31	-0.029859243002746894
1109	32-33	-0.030303592679878477
1109	34-35	-0.007643850429737142
1109	36-37	0.031758499630200276
1109	38-39	0.01547610430998958
1109	40-41	-0.02472334972031831
1109	42-43	-0.023884292680392605
1109	44-45	-0.024598364324511124
1109	46-47	-0.03944841459713899
1109	48-49	0.008290070312384046
1109	50-51	0.06675331095668469
1109	52-53	0.03940732272248226
1109	54-55	0.050391477677365515
1109	56-57	0.022797931023120555
1109	58-59	0.004489721334515195
1109	60-61	0.05567785852265672
1109	62-63	0.021288421366072896
1109	64-65	-0.06892556981307507
1109	66-67	0.0637538841403753
1109	68-69	0.07346251179516372
1109	70-71	0.082449670803733
1109	72-73	-0.039998983939526056
1109	74-75	0.01998229941584384
1109	76-77	-0.0068909501800860085
1109	78-79	0.08769639426878229
1109	80-81	0.05433358422079948
1109	82-83	0.02289388110498436
1109	84-85	0.04212538519500697
1109	86-87	0.03181331694331391
1109	88-89	0.05472496076917821
1109	90-91	0.020487267169713164
1109	92-93	0.011000695185138909
1109	94-95	3.9598166329568585E-4
1109	96-97	0.04841302291634264
1109	98-99	0.056200889575194424
1109	100-101	0.07957277766814386
1110	1	-0.1674290862433132
1110	2	-0.12652028029420492
1110	3	-0.13154863316644239
1110	4	-0.11830692374382323
1110	5	-0.057583311762790856
1110	6	-0.07115339606554016
1110	7	0.009511813313402229
1110	8	-0.05904738775263496
1110	9	-0.10552859826979955
1110	10-11	-0.07478348597851436
1110	12-13	-0.12239301334069097
1110	14-15	-0.12777666769963503
1110	16-17	-0.12226055521098544
1110	18-19	-0.11557885516077704
1110	20-21	-0.13293694098201314
1110	22-23	-0.11965844111092139
1110	24-25	-0.20313299012946118
1110	26-27	-0.14807564543981044
1110	28-29	-0.1523287037792187
1110	30-31	-0.10703382904804215
1110	32-33	-0.1506379078795277
1110	34-35	-0.19865376790807687
1110	36-37	-0.1467038100260396
1110	38-39	-0.08180325771400021
1110	40-41	-0.08932370383801214
1110	42-43	-0.16423200749056122
1110	44-45	-0.1717671106856571
1110	46-47	-0.1540802712019982
1110	48-49	-0.18877135898051733
1110	50-51	-0.1452638804954347
1110	52-53	-0.04260686568216698
1110	54-55	-0.14940288588596218
1110	56-57	-0.24979646168262803
1110	58-59	-0.1529465004095485
1110	60-61	-0.13505275635549197
1110	62-63	-0.1160075473376736
1110	64-65	-0.06085201610805058
1110	66-67	-0.06388282938129208
1110	68-69	-0.14527581058298722
1110	70-71	-0.13575756941427386
1110	72-73	-0.15311509491132114
1110	74-75	-0.11928593496054418
1110	76-77	-0.10904790006508591
1110	78-79	-0.13097907159116318
1110	80-81	-0.15236108857356356
1110	82-83	-0.07114676312346546
1110	84-85	-0.07723768345891813
1110	86-87	-0.09254446469959987
1110	88-89	-0.07822969947307001
1110	90-91	-0.1474699243223725
1110	92-93	-0.11461790664611726
1110	94-95	-0.09219596792463136
1110	96-97	-0.06086225079624796
1110	98-99	-0.09470172352268236
1110	100-101	-0.17144164777087667
1111	1	-0.29400743501991755
1111	2	-0.3046767870925109
1111	3	-0.2681603552092575
1111	4	-0.3401537413086473
1111	5	-0.2288682480741997
1111	6	-0.3029849648745895
1111	7	-0.2026536590786776
1111	8	-0.2418631524017698
1111	9	-0.3169417195797095
1111	10-11	-0.28903268022618533
1111	12-13	-0.2609815631051404
1111	14-15	-0.3033295668774798
1111	16-17	-0.31943423936790083
1111	18-19	-0.249935480037756
1111	20-21	-0.29543585438736386
1111	22-23	-0.388769756656572
1111	24-25	-0.36362622570388226
1111	26-27	-0.30092728288269655
1111	28-29	-0.28693031073275677
1111	30-31	-0.2736984056635947
1111	32-33	-0.31542425179195277
1111	34-35	-0.2903410343185229
1111	36-37	-0.38675963266840085
1111	38-39	-0.38730402583870216
1111	40-41	-0.30531075120499906
1111	42-43	-0.33576649830151695
1111	44-45	-0.2810685051939714
1111	46-47	-0.29046264581939596
1111	48-49	-0.3203913088280501
1111	50-51	-0.3732175584102322
1111	52-53	-0.2912722167560844
1111	54-55	-0.2703905667843287
1111	56-57	-0.2622830811413621
1111	58-59	-0.3484595539231705
1111	60-61	-0.35333366652822207
1111	62-63	-0.39393255651081915
1111	64-65	-0.2822798756544955
1111	66-67	-0.39153403924918706
1111	68-69	-0.36330196577669227
1111	70-71	-0.23623109831027023
1111	72-73	-0.3017778065358172
1111	74-75	-0.25289049882564996
1111	76-77	-0.2848626637991245
1111	78-79	-0.25184246115321685
1111	80-81	-0.3305888501542995
1111	82-83	-0.29446791215997337
1111	84-85	-0.31497682614846667
1111	86-87	-0.3477981122545373
1111	88-89	-0.26869861655281113
1111	90-91	-0.2414549846199563
1111	92-93	-0.2869982307374883
1111	94-95	-0.24182957216364542
1111	96-97	-0.3144528934080384
1111	98-99	-0.337350958820128
1111	100-101	-0.4062430817852096
1112	1	-0.39365618632705335
1112	2	-0.3933540293230742
1112	3	-0.3640962271113253
1112	4	-0.33244503449761
1112	5	-0.32493983953334293
1112	6	-0.4754390438978078
1112	7	-0.4120916915127353
1112	8	-0.4076457342175033
1112	9	-0.46691165407946045
1112	10-11	-0.45568557903322926
1112	12-13	-0.48583933312580285
1112	14-15	-0.5711954355192574
1112	16-17	-0.4279720746176068
1112	18-19	-0.4788786995073764
1112	20-21	-0.494426661376437
1112	22-23	-0.5757505894564972
1112	24-25	-0.4836896703898219
1112	26-27	-0.49917113837131666
1112	28-29	-0.4982223746857315
1112	30-31	-0.5256290986845755
1112	32-33	-0.5677401641399769
1112	34-35	-0.5389117733614341
1112	36-37	-0.5432441309323792
1112	38-39	-0.5378917397313288
1112	40-41	-0.503718992176502
1112	42-43	-0.5192202361746112
